Date,WIKI/AMZN - Open,WIKI/AMZN - High,WIKI/AMZN - Low,WIKI/AMZN - Close,WIKI/AMZN - Volume,WIKI/AMZN - Ex-Dividend,WIKI/AMZN - Split Ratio,WIKI/AMZN - Adj. Open,WIKI/AMZN - Adj. High,WIKI/AMZN - Adj. Low,WIKI/AMZN - Adj. Close,WIKI/AMZN - Adj. Volume,WIKI/GOOGL - Open,WIKI/GOOGL - High,WIKI/GOOGL - Low,WIKI/GOOGL - Close,WIKI/GOOGL - Volume,WIKI/GOOGL - Ex-Dividend,WIKI/GOOGL - Split Ratio,WIKI/GOOGL - Adj. Open,WIKI/GOOGL - Adj. High,WIKI/GOOGL - Adj. Low,WIKI/GOOGL - Adj. Close,WIKI/GOOGL - Adj. Volume
1997-05-16,22.38,23.75,20.5,20.75,1225000.0,0.0,1.0,1.8649999999999998,1.9791666666666665,1.7083333333333333,1.7291666666666665,14700000.0,,,,,,,,,,,,
1997-05-19,20.5,21.25,19.5,20.5,508900.0,0.0,1.0,1.7083333333333333,1.7708333333333333,1.625,1.7083333333333333,6106800.0,,,,,,,,,,,,
1997-05-20,20.75,21.0,19.63,19.63,455600.0,0.0,1.0,1.7291666666666665,1.75,1.6358333333333333,1.6358333333333333,5467200.0,,,,,,,,,,,,
1997-05-21,19.25,19.75,16.5,17.13,1571100.0,0.0,1.0,1.6041666666666665,1.6458333333333333,1.375,1.4274999999999998,18853200.0,,,,,,,,,,,,
1997-05-22,17.25,17.38,15.75,16.75,981400.0,0.0,1.0,1.4375,1.4483333333333333,1.3125,1.3958333333333333,11776800.0,,,,,,,,,,,,
1997-05-23,16.88,18.25,16.0,18.0,1328100.0,0.0,1.0,1.4066666666666665,1.5208333333333333,1.3333333333333333,1.5,15937200.0,,,,,,,,,,,,
1997-05-27,17.75,19.75,17.5,19.0,724800.0,0.0,1.0,1.4791666666666665,1.6458333333333333,1.4583333333333333,1.5833333333333333,8697600.0,,,,,,,,,,,,
1997-05-28,19.31,19.63,18.38,18.38,381200.0,0.0,1.0,1.6091666666666664,1.6358333333333333,1.5316666666666665,1.5316666666666665,4574400.0,,,,,,,,,,,,
1997-05-29,18.5,18.5,17.75,18.06,289400.0,0.0,1.0,1.5416666666666665,1.5416666666666665,1.4791666666666665,1.505,3472800.0,,,,,,,,,,,,
1997-05-30,18.0,18.13,17.75,18.0,216200.0,0.0,1.0,1.5,1.5108333333333333,1.4791666666666665,1.5,2594400.0,,,,,,,,,,,,
1997-06-02,18.13,18.38,18.0,18.13,49300.0,0.0,1.0,1.5108333333333333,1.5316666666666665,1.5,1.5108333333333333,591600.0,,,,,,,,,,,,
1997-06-03,18.38,18.38,17.75,17.75,98600.0,0.0,1.0,1.5316666666666665,1.5316666666666665,1.4791666666666665,1.4791666666666665,1183200.0,,,,,,,,,,,,
1997-06-04,17.75,17.88,16.75,17.0,256700.0,0.0,1.0,1.4791666666666665,1.4899999999999998,1.3958333333333333,1.4166666666666665,3080400.0,,,,,,,,,,,,
1997-06-05,17.0,18.5,16.5,18.5,472700.0,0.0,1.0,1.4166666666666665,1.5416666666666665,1.375,1.5416666666666665,5672400.0,,,,,,,,,,,,
1997-06-06,18.13,20.5,18.13,19.88,650600.0,0.0,1.0,1.5108333333333333,1.7083333333333333,1.5108333333333333,1.6566666666666665,7807200.0,,,,,,,,,,,,
1997-06-09,20.25,20.5,19.88,20.25,196000.0,0.0,1.0,1.6875,1.7083333333333333,1.6566666666666665,1.6875,2352000.0,,,,,,,,,,,,
1997-06-10,20.5,20.5,18.38,19.0,454900.0,0.0,1.0,1.7083333333333333,1.7083333333333333,1.5316666666666665,1.5833333333333333,5458800.0,,,,,,,,,,,,
1997-06-11,19.13,19.25,18.38,18.5,99000.0,0.0,1.0,1.5941666666666665,1.6041666666666665,1.5316666666666665,1.5416666666666665,1188000.0,,,,,,,,,,,,
1997-06-12,19.0,19.75,18.63,19.25,136000.0,0.0,1.0,1.5833333333333333,1.6458333333333333,1.5524999999999998,1.6041666666666665,1632000.0,,,,,,,,,,,,
1997-06-13,19.5,19.5,19.0,19.0,57800.0,0.0,1.0,1.625,1.625,1.5833333333333333,1.5833333333333333,693600.0,,,,,,,,,,,,
1997-06-16,19.0,19.25,18.75,18.88,76100.0,0.0,1.0,1.5833333333333333,1.6041666666666665,1.5625,1.5733333333333333,913200.0,,,,,,,,,,,,
1997-06-17,18.94,19.19,17.94,18.06,392200.0,0.0,1.0,1.5783333333333334,1.5991666666666666,1.495,1.505,4706400.0,,,,,,,,,,,,
1997-06-18,18.25,18.44,18.0,18.13,205400.0,0.0,1.0,1.5208333333333333,1.5366666666666666,1.5,1.5108333333333333,2464800.0,,,,,,,,,,,,
1997-06-19,18.13,18.38,18.0,18.13,83600.0,0.0,1.0,1.5108333333333333,1.5316666666666665,1.5,1.5108333333333333,1003200.0,,,,,,,,,,,,
1997-06-20,18.38,18.63,18.0,18.31,282300.0,0.0,1.0,1.5316666666666665,1.5524999999999998,1.5,1.5258333333333332,3387600.0,,,,,,,,,,,,
1997-06-23,18.25,18.5,17.75,18.0,87300.0,0.0,1.0,1.5208333333333333,1.5416666666666665,1.4791666666666665,1.5,1047600.0,,,,,,,,,,,,
1997-06-24,18.06,18.31,17.75,18.13,62600.0,0.0,1.0,1.505,1.5258333333333332,1.4791666666666665,1.5108333333333333,751200.0,,,,,,,,,,,,
1997-06-25,18.13,18.31,17.88,18.13,175500.0,0.0,1.0,1.5108333333333333,1.5258333333333332,1.4899999999999998,1.5108333333333333,2106000.0,,,,,,,,,,,,
1997-06-26,18.25,18.25,18.06,18.13,265800.0,0.0,1.0,1.5208333333333333,1.5208333333333333,1.505,1.5108333333333333,3189600.0,,,,,,,,,,,,
1997-06-27,18.19,18.19,17.75,17.88,99000.0,0.0,1.0,1.5158333333333334,1.5158333333333334,1.4791666666666665,1.4899999999999998,1188000.0,,,,,,,,,,,,
1997-06-30,18.13,19.19,17.75,18.5,228900.0,0.0,1.0,1.5108333333333333,1.5991666666666666,1.4791666666666665,1.5416666666666665,2746800.0,,,,,,,,,,,,
1997-07-01,18.5,18.5,18.13,18.19,107700.0,0.0,1.0,1.5416666666666665,1.5416666666666665,1.5108333333333333,1.5158333333333334,1292400.0,,,,,,,,,,,,
1997-07-02,18.44,19.13,18.13,19.06,323500.0,0.0,1.0,1.5366666666666666,1.5941666666666665,1.5108333333333333,1.5883333333333332,3882000.0,,,,,,,,,,,,
1997-07-03,19.63,23.0,19.13,22.94,1048100.0,0.0,1.0,1.6358333333333333,1.9166666666666665,1.5941666666666665,1.9116666666666666,12577200.0,,,,,,,,,,,,
1997-07-07,22.0,24.25,22.0,24.0,671100.0,0.0,1.0,1.8333333333333333,2.020833333333333,1.8333333333333333,2.0,8053200.0,,,,,,,,,,,,
1997-07-08,24.5,28.0,24.5,27.63,1293100.0,0.0,1.0,2.0416666666666665,2.333333333333333,2.0416666666666665,2.3024999999999998,15517200.0,,,,,,,,,,,,
1997-07-09,27.63,28.63,27.25,27.88,688500.0,0.0,1.0,2.3024999999999998,2.3858333333333333,2.270833333333333,2.3233333333333333,8262000.0,,,,,,,,,,,,
1997-07-10,28.38,28.63,28.0,28.5,754300.0,0.0,1.0,2.3649999999999998,2.3858333333333333,2.333333333333333,2.375,9051600.0,,,,,,,,,,,,
1997-07-11,28.38,30.25,26.5,28.0,877600.0,0.0,1.0,2.3649999999999998,2.520833333333333,2.208333333333333,2.333333333333333,10531200.0,,,,,,,,,,,,
1997-07-14,27.75,28.0,26.13,26.5,383700.0,0.0,1.0,2.3125,2.333333333333333,2.1774999999999998,2.208333333333333,4604400.0,,,,,,,,,,,,
1997-07-15,26.25,28.75,25.63,28.63,772900.0,0.0,1.0,2.1875,2.395833333333333,2.1358333333333333,2.3858333333333333,9274800.0,,,,,,,,,,,,
1997-07-16,29.38,29.94,27.63,28.0,252000.0,0.0,1.0,2.4483333333333333,2.495,2.3024999999999998,2.333333333333333,3024000.0,,,,,,,,,,,,
1997-07-17,27.13,28.13,26.63,26.88,264100.0,0.0,1.0,2.2608333333333333,2.3441666666666663,2.2191666666666663,2.2399999999999998,3169200.0,,,,,,,,,,,,
1997-07-18,26.25,26.63,25.88,25.88,65000.0,0.0,1.0,2.1875,2.2191666666666663,2.1566666666666663,2.1566666666666663,780000.0,,,,,,,,,,,,
1997-07-21,26.13,26.38,25.75,26.13,47900.0,0.0,1.0,2.1774999999999998,2.1983333333333333,2.145833333333333,2.1774999999999998,574800.0,,,,,,,,,,,,
1997-07-22,26.0,26.25,24.75,25.63,130300.0,0.0,1.0,2.1666666666666665,2.1875,2.0625,2.1358333333333333,1563600.0,,,,,,,,,,,,
1997-07-23,26.25,27.25,26.13,27.19,271600.0,0.0,1.0,2.1875,2.270833333333333,2.1774999999999998,2.265833333333333,3259200.0,,,,,,,,,,,,
1997-07-24,27.63,27.75,26.63,27.13,101400.0,0.0,1.0,2.3024999999999998,2.3125,2.2191666666666663,2.2608333333333333,1216800.0,,,,,,,,,,,,
1997-07-25,26.75,27.0,26.63,26.75,51700.0,0.0,1.0,2.2291666666666665,2.25,2.2191666666666663,2.2291666666666665,620400.0,,,,,,,,,,,,
1997-07-28,26.75,27.63,26.63,27.5,214500.0,0.0,1.0,2.2291666666666665,2.3024999999999998,2.2191666666666663,2.2916666666666665,2574000.0,,,,,,,,,,,,
1997-07-29,28.38,28.88,28.0,28.63,401200.0,0.0,1.0,2.3649999999999998,2.4066666666666663,2.333333333333333,2.3858333333333333,4814400.0,,,,,,,,,,,,
1997-07-30,28.38,30.0,28.0,29.75,209800.0,0.0,1.0,2.3649999999999998,2.5,2.333333333333333,2.4791666666666665,2517600.0,,,,,,,,,,,,
1997-07-31,29.25,29.25,28.0,28.75,121200.0,0.0,1.0,2.4375,2.4375,2.333333333333333,2.395833333333333,1454400.0,,,,,,,,,,,,
1997-08-01,28.13,29.0,27.0,29.0,299000.0,0.0,1.0,2.3441666666666663,2.4166666666666665,2.25,2.4166666666666665,3588000.0,,,,,,,,,,,,
1997-08-04,28.5,28.94,27.63,27.75,222600.0,0.0,1.0,2.375,2.4116666666666666,2.3024999999999998,2.3125,2671200.0,,,,,,,,,,,,
1997-08-05,27.75,28.0,25.75,26.5,252700.0,0.0,1.0,2.3125,2.333333333333333,2.145833333333333,2.208333333333333,3032400.0,,,,,,,,,,,,
1997-08-06,26.5,27.75,26.25,27.0,103600.0,0.0,1.0,2.208333333333333,2.3125,2.1875,2.25,1243200.0,,,,,,,,,,,,
1997-08-07,27.0,27.13,25.5,26.13,169500.0,0.0,1.0,2.25,2.2608333333333333,2.125,2.1774999999999998,2034000.0,,,,,,,,,,,,
1997-08-08,26.0,27.63,25.25,27.5,184300.0,0.0,1.0,2.1666666666666665,2.3024999999999998,2.1041666666666665,2.2916666666666665,2211600.0,,,,,,,,,,,,
1997-08-11,27.5,28.0,27.0,27.94,103300.0,0.0,1.0,2.2916666666666665,2.333333333333333,2.25,2.328333333333333,1239600.0,,,,,,,,,,,,
1997-08-12,27.38,27.63,26.38,26.38,47600.0,0.0,1.0,2.2816666666666663,2.3024999999999998,2.1983333333333333,2.1983333333333333,571200.0,,,,,,,,,,,,
1997-08-13,26.75,26.75,26.0,26.38,49200.0,0.0,1.0,2.2291666666666665,2.2291666666666665,2.1666666666666665,2.1983333333333333,590400.0,,,,,,,,,,,,
1997-08-14,26.13,27.0,25.44,25.88,86800.0,0.0,1.0,2.1774999999999998,2.25,2.12,2.1566666666666663,1041600.0,,,,,,,,,,,,
1997-08-15,23.5,25.88,23.25,25.38,133100.0,0.0,1.0,1.9583333333333333,2.1566666666666663,1.9375,2.1149999999999998,1597200.0,,,,,,,,,,,,
1997-08-18,24.38,24.63,23.63,24.5,148700.0,0.0,1.0,2.0316666666666663,2.0524999999999998,1.9691666666666665,2.0416666666666665,1784400.0,,,,,,,,,,,,
1997-08-19,25.13,26.5,24.63,26.0,83600.0,0.0,1.0,2.0941666666666663,2.208333333333333,2.0524999999999998,2.1666666666666665,1003200.0,,,,,,,,,,,,
1997-08-20,25.0,26.25,24.88,26.0,83300.0,0.0,1.0,2.083333333333333,2.1875,2.0733333333333333,2.1666666666666665,999600.0,,,,,,,,,,,,
1997-08-21,25.63,26.06,24.88,25.38,52000.0,0.0,1.0,2.1358333333333333,2.1716666666666664,2.0733333333333333,2.1149999999999998,624000.0,,,,,,,,,,,,
1997-08-22,25.25,25.5,25.13,25.5,59400.0,0.0,1.0,2.1041666666666665,2.125,2.0941666666666663,2.125,712800.0,,,,,,,,,,,,
1997-08-25,25.25,27.13,25.25,26.63,93900.0,0.0,1.0,2.1041666666666665,2.2608333333333333,2.1041666666666665,2.2191666666666663,1126800.0,,,,,,,,,,,,
1997-08-26,26.88,28.25,26.75,28.13,214500.0,0.0,1.0,2.2399999999999998,2.3541666666666665,2.2291666666666665,2.3441666666666663,2574000.0,,,,,,,,,,,,
1997-08-27,27.69,27.88,27.0,27.81,116000.0,0.0,1.0,2.3075,2.3233333333333333,2.25,2.3175,1392000.0,,,,,,,,,,,,
1997-08-28,27.63,28.75,27.38,28.5,95600.0,0.0,1.0,2.3024999999999998,2.395833333333333,2.2816666666666663,2.375,1147200.0,,,,,,,,,,,,
1997-08-29,28.38,28.5,27.88,28.06,60200.0,0.0,1.0,2.3649999999999998,2.375,2.3233333333333333,2.338333333333333,722400.0,,,,,,,,,,,,
1997-09-02,28.13,28.5,28.0,28.25,61000.0,0.0,1.0,2.3441666666666663,2.375,2.333333333333333,2.3541666666666665,732000.0,,,,,,,,,,,,
1997-09-03,28.13,29.0,27.75,28.0,163700.0,0.0,1.0,2.3441666666666663,2.4166666666666665,2.3125,2.333333333333333,1964400.0,,,,,,,,,,,,
1997-09-04,28.38,30.63,28.13,30.63,279000.0,0.0,1.0,2.3649999999999998,2.5524999999999998,2.3441666666666663,2.5524999999999998,3348000.0,,,,,,,,,,,,
1997-09-05,31.0,32.0,29.5,30.0,159000.0,0.0,1.0,2.583333333333333,2.6666666666666665,2.458333333333333,2.5,1908000.0,,,,,,,,,,,,
1997-09-08,30.38,36.25,30.0,36.0,470700.0,0.0,1.0,2.5316666666666663,3.020833333333333,2.5,3.0,5648400.0,,,,,,,,,,,,
1997-09-09,37.75,40.63,36.38,38.88,747600.0,0.0,1.0,3.145833333333333,3.3858333333333333,3.0316666666666667,3.24,8971200.0,,,,,,,,,,,,
1997-09-10,39.75,40.0,37.5,39.63,322200.0,0.0,1.0,3.3125,3.333333333333333,3.125,3.3025,3866400.0,,,,,,,,,,,,
1997-09-11,38.88,40.0,36.5,37.88,355200.0,0.0,1.0,3.24,3.333333333333333,3.0416666666666665,3.1566666666666667,4262400.0,,,,,,,,,,,,
1997-09-12,38.25,44.38,37.88,44.25,277800.0,0.0,1.0,3.1875,3.6983333333333333,3.1566666666666667,3.6875,3333600.0,,,,,,,,,,,,
1997-09-15,42.38,44.13,36.63,37.13,465300.0,0.0,1.0,3.5316666666666667,3.6775,3.0525,3.0941666666666667,5583600.0,,,,,,,,,,,,
1997-09-16,38.75,42.5,37.5,40.25,536000.0,0.0,1.0,3.2291666666666665,3.5416666666666665,3.125,3.3541666666666665,6432000.0,,,,,,,,,,,,
1997-09-17,41.5,42.0,40.0,40.88,217300.0,0.0,1.0,3.458333333333333,3.5,3.333333333333333,3.4066666666666667,2607600.0,,,,,,,,,,,,
1997-09-18,41.25,41.63,39.38,39.5,177400.0,0.0,1.0,3.4375,3.4691666666666667,3.2816666666666667,3.2916666666666665,2128800.0,,,,,,,,,,,,
1997-09-19,41.63,49.0,40.5,47.38,744100.0,0.0,1.0,3.4691666666666667,4.083333333333333,3.375,3.9483333333333333,8929200.0,,,,,,,,,,,,
1997-09-22,48.63,56.13,47.38,54.0,1411500.0,0.0,1.0,4.0525,4.6775,3.9483333333333333,4.5,16938000.0,,,,,,,,,,,,
1997-09-23,53.88,55.75,52.75,55.5,640200.0,0.0,1.0,4.49,4.645833333333333,4.395833333333333,4.625,7682400.0,,,,,,,,,,,,
1997-09-24,55.75,57.75,51.5,52.5,683400.0,0.0,1.0,4.645833333333333,4.8125,4.291666666666666,4.375,8200800.0,,,,,,,,,,,,
1997-09-25,49.5,52.25,48.63,49.0,414000.0,0.0,1.0,4.125,4.354166666666666,4.0525,4.083333333333333,4968000.0,,,,,,,,,,,,
1997-09-26,50.88,51.13,48.63,50.0,227600.0,0.0,1.0,4.24,4.260833333333333,4.0525,4.166666666666666,2731200.0,,,,,,,,,,,,
1997-09-29,49.75,50.25,47.5,48.5,197600.0,0.0,1.0,4.145833333333333,4.1875,3.958333333333333,4.041666666666666,2371200.0,,,,,,,,,,,,
1997-09-30,48.0,52.25,45.63,52.13,437900.0,0.0,1.0,4.0,4.354166666666666,3.8025,4.344166666666666,5254800.0,,,,,,,,,,,,
1997-10-01,51.38,54.0,47.25,48.25,416600.0,0.0,1.0,4.281666666666666,4.5,3.9375,4.020833333333333,4999200.0,,,,,,,,,,,,
1997-10-02,48.5,50.13,47.88,48.13,156400.0,0.0,1.0,4.041666666666666,4.1775,3.99,4.010833333333333,1876800.0,,,,,,,,,,,,
1997-10-03,49.0,49.5,47.75,48.25,97000.0,0.0,1.0,4.083333333333333,4.125,3.9791666666666665,4.020833333333333,1164000.0,,,,,,,,,,,,
1997-10-06,48.0,49.5,47.38,49.5,169000.0,0.0,1.0,4.0,4.125,3.9483333333333333,4.125,2028000.0,,,,,,,,,,,,
1997-10-07,49.0,50.25,48.5,48.75,145200.0,0.0,1.0,4.083333333333333,4.1875,4.041666666666666,4.0625,1742400.0,,,,,,,,,,,,
1997-10-08,49.75,50.0,47.88,48.13,233900.0,0.0,1.0,4.145833333333333,4.166666666666666,3.99,4.010833333333333,2806800.0,,,,,,,,,,,,
1997-10-09,48.0,48.25,44.88,45.0,329200.0,0.0,1.0,4.0,4.020833333333333,3.74,3.75,3950400.0,,,,,,,,,,,,
1997-10-10,45.0,48.75,44.0,46.88,315600.0,0.0,1.0,3.75,4.0625,3.6666666666666665,3.9066666666666667,3787200.0,,,,,,,,,,,,
1997-10-13,48.0,48.5,47.13,48.0,67900.0,0.0,1.0,4.0,4.041666666666666,3.9275,4.0,814800.0,,,,,,,,,,,,
1997-10-14,48.75,49.25,46.0,47.75,128900.0,0.0,1.0,4.0625,4.104166666666666,3.833333333333333,3.9791666666666665,1546800.0,,,,,,,,,,,,
1997-10-15,47.0,47.63,45.25,47.13,196300.0,0.0,1.0,3.9166666666666665,3.9691666666666667,3.770833333333333,3.9275,2355600.0,,,,,,,,,,,,
1997-10-16,46.88,47.75,43.25,43.5,290100.0,0.0,1.0,3.9066666666666667,3.9791666666666665,3.6041666666666665,3.625,3481200.0,,,,,,,,,,,,
1997-10-17,43.38,43.88,42.25,43.5,211200.0,0.0,1.0,3.615,3.6566666666666667,3.520833333333333,3.625,2534400.0,,,,,,,,,,,,
1997-10-20,46.0,46.5,44.0,45.88,409400.0,0.0,1.0,3.833333333333333,3.875,3.6666666666666665,3.8233333333333333,4912800.0,,,,,,,,,,,,
1997-10-21,47.5,53.25,46.25,53.13,1008000.0,0.0,1.0,3.958333333333333,4.4375,3.8541666666666665,4.4275,12096000.0,,,,,,,,,,,,
1997-10-22,53.0,55.5,52.5,54.25,434000.0,0.0,1.0,4.416666666666666,4.625,4.375,4.520833333333333,5208000.0,,,,,,,,,,,,
1997-10-23,52.25,54.75,50.25,54.0,471400.0,0.0,1.0,4.354166666666666,4.5625,4.1875,4.5,5656800.0,,,,,,,,,,,,
